Species_code,X,Y,Clusters_id,Land_use,Soil_type,UTM18N_Easting,UTM18N_Northing,Longitude,Latitude,Elevation(m),DBH
CARCOR,8.66,238.14,3,Pasture1973,130C,721546.5738,4846111.561,-72.24894843191808,43.73493300644332,145.41,8.1
FRAAME,9.89,235.5,3,Pasture1973,130C,721544.081,4846110.072,-72.24897996454162,43.734920359818354,145.33,23.3
FRAAME,9.5,232.81,3,Pasture1973,130C,721541.3528,4846110.248,-72.24901373088464,43.73492275774429,145.07,21.1
PRUSER,6.7,237.12,3,Pasture1973,130C,721545.3317,4846113.496,-72.24896304085917,43.73495078001942,145.1,22
FRAAME,5.96,237.78,3,Pasture1973,130C,721545.9054,4846114.314,-72.24895558800287,43.73495796533119,145.09,13.1
FRAAME,4.73,236.04,3,Pasture1973,130C,721544.0286,4846115.436,-72.24897840435442,43.73496861678571,144.78,14.3
FRAAME,5.39,235.72,3,Pasture1973,130C,721543.785,4846114.729,-72.24898171712088,43.73496233113499,144.8,7.6
ACESAC,3.99,236.29,3,Pasture1973,130C,721544.1932,4846116.22,-72.2489760397276,43.73497561854023,144.68,2.8
ACESAC,4.23,238.33,3,Pasture1973,130C,721546.2559,4846116.143,-72.24895048701164,43.73497430978765,144.91,5.3
ACESAC,1.35,238.99,3,Pasture1973,130C,721546.5843,4846119.167,-72.24894516775046,43.735001408118244,144.59,8.1
FRAAME,2.41,237.94,3,Pasture1973,130C,721545.6583,4846117.987,-72.24895713948011,43.734991072401634,144.62,7.2
ACESAC,1.57,238.1,3,Pasture1973,130C,721545.7217,4846118.866,-72.24895599092872,43.7349989587758,144.62,5
ACESAC,1.12,237.04,3,Pasture1973,130C,721544.6126,4846119.241,-72.24896959300617,43.73500266270469,144.35,10.2
PRUSER,3.47,234.06,3,Pasture1973,130C,721541.909,4846116.569,-72.24900422772178,43.73497943970242,144.44,9.9
FRAAME,1.26,233.87,3,Pasture1973,130C,721541.4662,4846118.831,-72.24900878793605,43.73499991536352,144.02,20.2
ULMAME,0.13,233.9,3,Pasture1973,130C,721541.3667,4846119.998,-72.2490095412389,43.73501044054304,143.75,15.7
ACESAC,1.04,234.25,3,Pasture1973,130C,721541.8201,4846119.089,-72.24900429207679,43.73500212996586,143.89,3.1
PINSTR,18.71,238.27,3,Pasture1973,130C,721547.8549,4846101.212,-72.24893680611406,43.734839549626784,147.03,41.2
FRAAME,19.64,234.62,3,Pasture1973,130C,721544.3201,4846099.947,-72.24898117068122,43.73482922886005,147.06,15.1
PINSTR,16.37,230.19,3,Pasture1973,130C,721539.5261,4846102.947,-72.24903939626623,43.734857641684634,145.94,23
ACESAC,15.85,230.06,3,Pasture1973,130C,721539.3368,4846103.472,-72.24904152791106,43.73486241984332,145.77,7.6
FRAAME,14.91,232.96,3,Pasture1973,130C,721542.1222,4846104.684,-72.24900648023959,43.73487248786239,145.93,18.9
FRAAME,13.77,232.97,3,Pasture1973,130C,721542.0016,4846105.86,-72.24900749154418,43.73488310028761,145.79,19.5
FRAAME,12.59,232.08,3,Pasture1973,130C,721540.9785,4846107.002,-72.24901971088943,43.73489367655745,145.45,20.3
FRAAME,11.78,231.18,3,Pasture1973,130C,721539.9879,4846107.761,-72.2490316849336,43.73490079859323,145.35,25.3
PINSTR,15.53,229.14,3,Pasture1973,130C,721538.3823,4846103.725,-72.24905326267131,43.73486498036377,145.65,17
PINSTR,17.3,228.52,3,Pasture1973,130C,721537.9666,4846101.848,-72.2490591920992,43.73484822369018,146,56.3
ULMAME,12.83,228.07,3,Pasture1973,130C,721537.0056,4846106.418,-72.24906922881334,43.73488961123717,145.1,6.6
PINSTR,17.72,227.14,3,Pasture1973,130C,721536.638,4846101.3,-72.2490758969737,43.734843692148964,145.77,23.2
PINSTR,16.75,222.17,3,Pasture1973,130C,721531.5687,4846101.883,-72.24913853307739,43.73485044979668,145.07,17.3
PINSTR,14.04,221.75,3,Pasture1973,130C,721530.8393,4846104.641,-72.24914644377846,43.73487547186552,144.4,19
PINSTR,14.01,223.6,3,Pasture1973,130C,721532.6814,4846104.827,-72.24912351892209,43.73487659435398,144.7,28.2
PINSTR,11.92,226.79,3,Pasture1973,130C,721535.6244,4846107.249,-72.24908601795059,43.73489749749243,144.6,38.6
MALSPP,7.74,221.75,3,Pasture1973,130C,721530.1175,4846111.135,-72.24915272097851,43.73493409150885,143.62,8.1
PINSTR,3.65,224.25,3,Pasture1973,130C,721532.143,4846115.561,-72.24912577441177,43.7349732917946,143.34,25.5
PINSTR,3.79,224.18,3,Pasture1973,130C,721532.0892,4846115.411,-72.24912650351455,43.734971958836745,143.34,17.7
PINSTR,14.32,220.28,3,Pasture1973,130C,721529.4048,4846104.229,-72.24916440613805,43.73487219506855,144.27,27.1
PINSTR,14.18,220.33,3,Pasture1973,130C,721529.4387,4846104.378,-72.24916392427622,43.73487352497806,144.27,27.5
FRAAME,3.13,237.3,3,Pasture1973,130C,721545.1023,4846117.191,-72.24896436373606,43.73498407965961,144.7,19
FRAAME,3.33,237.28,3,Pasture1973,130C,721545.1052,4846116.983,-72.24896441346888,43.734982208138334,144.78,16.3
PINSTR,5.22,239.48,3,Pasture1973,130C,721547.5165,4846115.219,-72.24893523203839,43.734965623144625,145.11,16.1
PINSTR,5.61,239.42,3,Pasture1973,130C,721547.5014,4846114.812,-72.24893558702792,43.73496196728803,145.21,16.7
ULMRUB,16.241,244.897,3,Pasture1973,130C,721554.1832,4846104.313,-72.24885703626175,43.734865547892944,147.44,10.9
ACESAC,19.037,240.799,3,Pasture1973,130C,721550.4153,4846101.087,-72.24890510008944,43.73483766048233,147.39,7
FRAAME,18.647,240.557,3,Pasture1973,130C,721550.1292,4846101.469,-72.24890849128832,43.734841181488406,147.39,23.4
PRUSER,17.512,242.385,3,Pasture1973,130C,721551.8228,4846102.792,-72.248886939849,43.73485257394293,147.33,15.1
ACESAC,12.583,240.902,3,Pasture1973,130C,721549.7787,4846107.749,-72.24891025106237,43.73489776559172,146.25,1.5
PINSTR,12.547,241.213,3,Pasture1973,130C,721550.0848,4846107.812,-72.24890642843575,43.7348982407324,146.37,17.8
POPTRE,13.788,244.799,3,Pasture1973,130C,721553.8044,4846106.833,-72.24886069629618,43.73488832476881,146.99,29.4
CARCOR,15.668,249.489,3,Pasture1973,130C,721558.6986,4846105.288,-72.24880062841618,43.73487296750644,148,16.1
CARCOR,13.398,249.178,3,Pasture1973,130C,721558.1283,4846107.602,-72.24880674855551,43.734893948931536,147.78,19
CARGLA,14.675,250.385,3,Pasture1973,130C,721559.4787,4846106.387,-72.24879049971099,43.73488261832228,148.1,15
CARCOR,12.37,250.42,3,Pasture1973,130C,721559.2496,4846108.766,-72.24879236103786,43.73490408238465,147.92,7.9
FRANIG,16.554,252.557,3,Pasture1973,130C,721561.8608,4846104.632,-72.24876167684712,43.7348661229526,148.88,23.8
CARCOR,13.611,254.592,3,Pasture1973,130C,721563.5538,4846107.836,-72.24873935772172,43.734894432390476,148.98,11.2
CARCOR,11.093,252.006,3,Pasture1973,130C,721560.6855,4846110.215,-72.2487739539811,43.73491668499643,147.9,26.1
ACESAC,11.058,251.592,3,Pasture1973,130C,721560.2685,4846110.217,-72.2487791253587,43.7349168275744,147.9,4.1
FAGGRA,11.696,255.73,3,Pasture1973,130C,721564.4697,4846109.906,-72.24872714451081,43.73491277534459,149.02,4.7
FAGGRA,11.519,256.661,3,Pasture1973,130C,721565.3782,4846110.166,-72.24871576892056,43.73491484221651,149.14,10.6
FAGGRA,10.1,257.833,3,Managed/CutRegrowth,130C,721566.3848,4846111.727,-72.24870264045674,43.734928580360375,149.2,3.9
FAGGRA,9.817,258.178,3,Managed/CutRegrowth,130C,721566.6966,4846112.048,-72.24869864081342,43.73493137412197,148.94,7.5
PINSTR,7.908,258.724,3,Managed/CutRegrowth,130C,721567.0226,4846114.062,-72.24869376740462,43.73494938968878,148.68,96.1
FAGGRA,11.448,258.42,3,Managed/CutRegrowth,130C,721567.1249,4846110.387,-72.24869401290348,43.73491630789584,149.68,4.5
FRANIG,15.171,255.799,3,Pasture1973,130C,721564.9366,4846106.33,-72.24872282693296,43.7348804749737,149.8,23.7
CARCOR,17.441,257.075,3,Pasture1973,130C,721566.4697,4846104.097,-72.24870473150244,43.73485993434981,150.4,14.3
FRANIG,18.398,256.523,3,Pasture1973,130C,721566.0286,4846103.064,-72.2487106282859,43.73485077582652,150.52,23.3
PRUSER,18.966,256.04,3,Pasture1973,130C,721565.6118,4846102.438,-72.24871605595497,43.73484527040969,150.3,24.5
QUERUB,16.59,254.42,3,Pasture1973,130C,721563.7235,4846104.751,-72.24873852409027,43.734866636642145,149.44,27.2
ACESAC,3.611,241.626,3,Pasture1973,130C,721549.4731,4846117.058,-72.24891020585778,43.73498157769066,145.21,2.6
FRAAME,4.249,242.764,3,Pasture1973,130C,721550.6815,4846116.495,-72.24889544959781,43.73497615330325,145.39,25.3
CARCOR,3.54,244.006,3,Pasture1973,130C,721551.8393,4846117.33,-72.2488807449135,43.73498331699006,145.45,21.4
ACERUB,0.916,244.316,3,Pasture1973,130C,721551.8479,4846120.061,-72.24887951295065,43.73500787575775,145.21,5.3
CARCOR,0.81,244.04,3,Pasture1973,130C,721551.5604,4846120.147,-72.24888304348698,43.7350087350974,145.21,11
CARCOR,1.732,245.523,3,Pasture1973,130C,721553.1455,4846119.321,-72.24886372323816,43.7350008328608,145.61,15.7
CARTOM,3.363,246.557,3,Pasture1973,130C,721554.3639,4846117.727,-72.24884926776696,43.734986133147956,146.03,10.4
CARCOR,1.483,247.351,3,Pasture1973,130C,721554.9406,4846119.731,-72.24884128899089,43.73500398388458,146.03,21.3
ACESAC,4.604,249.075,3,Pasture1973,130C,721557.0181,4846116.658,-72.24881678721133,43.73497572605793,146.79,6
ACERUB,7.299,246.902,3,Pasture1973,130C,721555.159,4846113.698,-72.24884106599248,43.73494966065306,146.55,22.4
PRUSER,6.909,245.316,3,Pasture1973,130C,721553.5321,4846113.967,-72.24886113419299,43.73495256598413,146.17,23.4
CARCOR,7.76,243.902,3,Pasture1973,130C,721552.219,4846112.972,-72.24887783104198,43.734944009733205,146.07,9
TILAME,7.122,243.385,3,Pasture1973,130C,721551.6301,4846113.586,-72.24888488239098,43.7349497077066,145.81,2.2
CARCOR,8.292,242.764,3,Pasture1973,130C,721551.1446,4846112.328,-72.24889142257592,43.734938538894056,145.93,5.6
QUERUB,7.547,252.213,3,Pasture1973,130C,721560.4858,4846113.888,-72.24877491743844,43.734949777904745,147.59,23.5
CARCOR,7.441,251.006,3,Pasture1973,130C,721559.2695,4846113.896,-72.2487900003589,43.73495021325749,147.39,5.6
FAGGRA,4.462,251.385,3,Pasture1973,130C,721559.3063,4846116.998,-72.24878826571165,43.73497810019811,147.15,4.4
FAGGRA,3.15,250.489,3,Pasture1973,130C,721558.2621,4846118.276,-72.24880069070718,43.734989905915256,146.87,14.8
FAGGRA,2.405,251.764,3,Managed/CutRegrowth,130C,721559.4487,4846119.151,-72.24878561230909,43.73499742072594,146.93,3.7
FRANIG,0.987,250.42,3,Pasture1973,130C,721557.9455,4846120.5,-72.24880370120368,43.735010002122834,146.63,15
FRANIG,0.1,251.42,3,Managed/CutRegrowth,130C,721558.8415,4846121.498,-72.24879217654055,43.735018709963065,146.51,14.6
FAGGRA,1.98,253.178,3,Managed/CutRegrowth,130C,721560.8107,4846119.707,-72.24876848980209,43.73500201419184,147.09,13.5
FAGGRA,0.81,252.557,3,Managed/CutRegrowth,130C,721560.0571,4846120.861,-72.24877736147116,43.73501261788791,146.97,3.3
FAGGRA,0.703,253.833,3,Managed/CutRegrowth,130C,721561.3178,4846121.078,-72.24876163511102,43.73501419281181,146.97,5.1
FAGGRA,2.973,255.902,3,Managed/CutRegrowth,130C,721563.6419,4846118.912,-72.24873370094932,43.73499401842182,147.56,6.5
TSUCAN,1.235,258.213,3,Managed/CutRegrowth,130E,721565.7483,4846120.897,-72.2487067565165,43.7350112412191,147.46,11.1
TSUCAN,1.377,259.04,3,Managed/CutRegrowth,130E,721566.5896,4846120.82,-72.24869635328237,43.73501029734708,147.34,16.3
TSUCAN,1.98,259.42,3,Managed/CutRegrowth,130E,721567.0378,4846120.23,-72.24869103721063,43.73500485724673,147.08,14
TSUCAN,3.363,258.178,3,Managed/CutRegrowth,130C,721565.9572,4846118.701,-72.24870507035817,43.73499142900813,147.64,9.1
ACESAC,3.859,258.902,3,Managed/CutRegrowth,130E,721566.7363,4846118.25,-72.24869559273243,43.73498714014006,147.64,39.7
FAGGRA,6.909,257.523,3,Managed/CutRegrowth,130C,721565.71,4846114.991,-72.24870966525215,43.73495813686763,148.2,6.2
FAGGRA,8.647,256.902,3,Managed/CutRegrowth,130C,721565.2896,4846113.147,-72.24871563948314,43.734941678405754,148.56,7.4
FAGGRA,6.377,254.489,3,Managed/CutRegrowth,130C,721562.6223,4846115.285,-72.24874784198958,43.73496170352285,147.72,3
FAGGRA,6.028,255.655,3,Managed/CutRegrowth,130C,721563.7455,4846115.742,-72.24873372220988,43.73496547797339,147.86,3.2
PINSTR,11.235,242.523,3,Pasture1973,130C,721551.2414,4846109.274,-72.24889148030617,43.73491104372477,146.27,29.5
PINSTR,11.235,242.523,3,Pasture1973,130C,721551.2414,4846109.274,-72.24889148030617,43.73491104372477,146.27,21.4
ACESAC,18.455,277.804,1,Managed/CutRegrowth,130E,721587.2654,4846104.789,-72.24844651004159,43.73485994410487,147.9,57.1
TSUCAN,18.399,276.74,1,Managed/CutRegrowth,130E,721586.1975,4846104.758,-72.24845976835044,43.73485998440881,148.04,6.3
TSUCAN,17.247,276.324,3,Managed/CutRegrowth,130E,721585.6505,4846105.91,-72.2484660782364,43.734870508405436,148.02,17.3
FRANIG,17.928,273.746,3,Managed/CutRegrowth,130E,721583.1567,4846104.992,-72.24849738801569,43.734862997519684,148.64,27.6
TSUCAN,18.111,271.949,3,Managed/CutRegrowth,130E,721581.3849,4846104.653,-72.24851950396773,43.734860478140945,149.54,5.7
CARCAR,15.886,272.261,3,Managed/CutRegrowth,130E,721581.4413,4846106.973,-72.24851784835403,43.73488132627761,148.62,2
TSUCAN,14.394,273.199,3,Managed/CutRegrowth,130E,721582.2061,4846108.589,-72.24850769631935,43.734895631293774,147.2,6.2
ACESAC,10.755,276.688,3,Managed/CutRegrowth,130E,721585.2699,4846112.633,-72.24846802837101,43.73493108563214,146.67,7.8
TSUCAN,13.922,277.391,3,Managed/CutRegrowth,130E,721586.3341,4846109.427,-72.24845614992923,43.734901934379806,147.06,20.5
TSUCAN,11.933,279.449,1,Managed/CutRegrowth,130E,721588.1593,4846111.65,-72.24843259520476,43.73492138159802,147.92,19
TSUCAN,16.88,278.876,1,Managed/CutRegrowth,130E,721588.1544,4846106.502,-72.24843477752353,43.734875084373776,148,8.3
TILAME,6.435,277.47,3,Managed/CutRegrowth,130E,721585.5551,4846117.151,-72.24846262903614,43.73497163317636,146.65,8.4
CARGLA,5.707,276.866,3,Managed/CutRegrowth,130E,721584.8692,4846117.851,-72.24847084803345,43.73497813360277,146.29,4.2
ACESAC,5.179,276.168,3,Managed/CutRegrowth,130E,721584.1124,4846118.337,-72.24848003462193,43.73498273059907,146.29,13.3
FAGGRA,3.268,276.35,3,Managed/CutRegrowth,130E,721584.075,4846120.322,-72.2484796804808,43.73500059393053,146.22,22.6
FRANIG,1.174,271.428,3,Managed/CutRegrowth,130E,721578.9248,4846122.068,-72.24854284083027,43.73501783555632,145.02,47.5
FAGGRA,1.88,270.308,3,Managed/CutRegrowth,130E,721577.8884,4846121.246,-72.24855603443403,43.73501075255552,144.58,3.8
FAGGRA,2.771,272.339,3,Managed/CutRegrowth,130E,721580.0166,4846120.498,-72.24852994581298,43.73500338947846,145.02,6.8
FRANIG,2.98,272.704,3,Managed/CutRegrowth,130E,721580.4047,4846120.313,-72.24852520830056,43.73500160970863,145.02,14.4
FAGGRA,4.682,270.126,3,Managed/CutRegrowth,130E,721578.0278,4846118.343,-72.2485555017099,43.73498460268475,144.35,4.7
TSUCAN,5.833,270.1,3,Managed/CutRegrowth,130E,721578.1337,4846117.154,-72.24855467817139,43.73497387773427,144.43,7.8
TSUCAN,3.163,267.079,3,Managed/CutRegrowth,130E,721574.8141,4846119.653,-72.24859482259689,43.7349973444672,143.79,8.8
FRANIG,4.682,268.589,3,Managed/CutRegrowth,130E,721576.4945,4846118.214,-72.24857457296177,43.73498390067314,143.93,54
BETALL,9.027,269.865,3,Managed/CutRegrowth,130E,721578.2652,4846113.842,-72.24855441197985,43.73494405187013,145.29,21.4
TSUCAN,8.713,269.162,3,Managed/CutRegrowth,130E,721577.5279,4846114.107,-72.24856344777655,43.73494665546297,144.97,5.5
ACESAC,7.43,263.668,3,Managed/CutRegrowth,130E,721571.9,4846114.969,-72.24863289746581,43.73495608949516,146.97,32.9
TSUCAN,8.085,263.694,3,Managed/CutRegrowth,130E,721572.001,4846114.296,-72.24863192205625,43.73495000667074,146.97,11.2
ACESAC,8.242,263.069,3,Managed/CutRegrowth,130E,721571.3955,4846114.081,-72.24863952089206,43.73494825398177,147.65,31.2
FAGGRA,2.771,260.1,3,Managed/CutRegrowth,130E,721567.8068,4846119.472,-72.24868181136483,43.73499781038125,147.28,5.4
TSUCAN,3.242,266.402,3,Managed/CutRegrowth,130E,721574.1477,4846119.515,-72.24860314507468,43.734996302479544,143.79,8.1
TILAME,10.022,262.235,3,Managed/CutRegrowth,130E,721570.7674,4846112.177,-72.2486480960442,43.73493131797153,149.21,52
FAGGRA,11.959,263.485,3,Managed/CutRegrowth,130E,721572.2363,4846110.285,-72.2486306564015,43.73491386331281,149.31,3.9
ACESAC,12.797,263.433,3,Managed/CutRegrowth,130C,721572.2805,4846109.417,-72.24863046585911,43.73490604372144,149.87,24.7
TSUCAN,11.095,268.277,3,Managed/CutRegrowth,130E,721576.9179,4846111.577,-72.24857205641695,43.73492408410079,146.07,12.5
TSUCAN,17.116,269.839,3,Managed/CutRegrowth,130E,721579.166,4846105.502,-72.24854667588853,43.734868776666914,150.1,7.7
TILAME,15.912,261.324,3,Pasture1973,130C,721570.5334,4846106.029,-72.24865353188288,43.73487609566134,151.23,10.1
TSUCAN,16.252,266.975,3,Managed/CutRegrowth,130E,721576.2098,4846106.152,-72.24858307481334,43.734875505779605,150.47,20.7
TSUCAN,0.493,266.063,3,Managed/CutRegrowth,130E,721573.4946,4846122.32,-72.24861008982086,43.73502172447721,142.97,7.8
TSUCAN,0.624,266.324,3,Managed/CutRegrowth,130E,721573.77,4846122.207,-72.24860672049535,43.73502062591933,142.97,6.5
BETPAP,4.02,287.75,1,Pasture1973,130E,721595.534,4846120.503,-72.24833747561715,43.73499879758666,148.15,15.9
TSUCAN,4.82,290.33,1,Pasture1973,130E,721598.1995,4846119.894,-72.24830466541262,43.73499252399937,148.47,16.6
PINSTR,6.73,291.03,1,Managed/CutRegrowth,130E,721599.1166,4846117.984,-72.24829407745258,43.73497507230261,148.8,12.1
PINSTR,9.49,286.98,1,Managed/CutRegrowth,130E,721595.3925,4846114.799,-72.2483415814558,43.734947540784724,148.7,18.2
FRAALN,10.51,287.89,1,Managed/CutRegrowth,130E,721596.4171,4846113.824,-72.24832927479306,43.73493846591626,148.98,1.1
FRAALN,10.47,288.25,1,Managed/CutRegrowth,130E,721596.7717,4846113.896,-72.24832484688805,43.73493900748589,148.98,1.1
TSUCAN,13.15,286.1,1,Managed/CutRegrowth,130E,721594.9339,4846110.953,-72.24834885466437,43.734913088715714,149.26,30.1
FRAALN,10.82,287.78,1,Managed/CutRegrowth,130E,721596.3429,4846113.496,-72.24833033029982,43.73493553821198,148.98,14.1
FAGGRA,12.08,287.89,1,Managed/CutRegrowth,130E,721596.597,4846112.206,-72.24832771024889,43.73492386062823,149.12,-1
FRAALN,7.32,291.31,1,Managed/CutRegrowth,130E,721599.4635,4846117.399,-72.24829001582165,43.73496970742389,148.8,1.4
FRAALN,7.65,291.85,1,Managed/CutRegrowth,130E,721600.04,4846117.104,-72.24828298685985,43.734966882056135,148.9,1.9
FRAALN,16.65,287.12,1,Managed/CutRegrowth,130E,721596.3524,4846107.431,-72.24833271200876,43.73488098962317,149.7,2.1
FRAALN,16.93,286.14,1,Managed/CutRegrowth,130E,721595.4068,4846107.06,-72.24834459351372,43.734877935594355,149.58,2.8
FRAALN,6.34,297.01,3,Managed/CutRegrowth,130E,721605.0377,4846118.887,-72.24822026370592,43.73498142402145,149.41,2.2
FRAALN,8.94,295.9,3,Managed/CutRegrowth,130E,721604.2282,4846116.114,-72.24823144710122,43.734956726879894,149.65,5.5
FRAALN,9.12,297.96,3,Managed/CutRegrowth,130E,721606.3039,4846116.101,-72.24820570679687,43.73495598966209,149.77,1.5
TSUCAN,10.34,299.62,3,Managed/CutRegrowth,130E,721608.0997,4846114.983,-72.24818389361853,43.734945398237315,150.33,6
TSUCAN,10.38,299.61,3,Managed/CutRegrowth,130E,721608.0943,4846114.941,-72.24818397790689,43.734945022122915,150.33,3.7
TILAME,8.94,299.35,3,Managed/CutRegrowth,130E,721607.67,4846116.403,-72.24818863809351,43.73495829745902,149.91,19
ACESAC,13.07,298.43,3,Managed/CutRegrowth,130E,721607.2253,4846112.069,-72.24819594011154,43.73491945240688,150.41,16.6
ACESAC,13.07,298.43,3,Managed/CutRegrowth,130E,721607.2253,4846112.069,-72.24819594011154,43.73491945240688,150.41,3
FAGGRA,13.66,297.11,3,Managed/CutRegrowth,130E,721605.976,4846111.35,-72.24821173195545,43.734913359403016,150.27,19.1
BETALL,16.55,298.76,3,Managed/CutRegrowth,130E,721607.9532,4846108.509,-72.2481883789518,43.73488721792196,150.83,27.2
FRANIG,16.81,296.09,3,Managed/CutRegrowth,130E,721605.3193,4846108.018,-72.24822125049545,43.73488358921724,150.67,24.5
TSUCAN,18.07,292.94,1,Managed/CutRegrowth,130E,721602.3212,4846106.455,-72.24825908114472,43.73487042827683,150.65,13.7
ACESAC,18.58,290.02,1,Managed/CutRegrowth,130E,721599.4666,4846105.684,-72.24829480549086,43.73486434731555,150.26,54.3
FRANIG,19.7,289.28,1,Managed/CutRegrowth,130E,721598.8567,4846104.468,-72.24830287144032,43.734853593442004,150.2,36.4
TSUCAN,18.27,287.63,1,Managed/CutRegrowth,130E,721597.0468,4846105.803,-72.2483247700641,43.73486614065301,149.96,10.1
TSUCAN,16.91,288.14,1,Managed/CutRegrowth,130E,721597.3998,4846107.248,-72.24831979615989,43.73487903081523,149.84,8.9
TSUCAN,16.58,289.4,1,Managed/CutRegrowth,130E,721598.6189,4846107.694,-72.24830449142785,43.73488267762605,149.96,17.8
TSUCAN,15.51,287.81,1,Managed/CutRegrowth,130E,721596.9101,4846108.664,-72.24832528650943,43.73489191198764,149.78,7.5
TSUCAN,19.41,285.05,1,Managed/CutRegrowth,130E,721594.6035,4846104.412,-72.2483556484212,43.73485436077673,149.72,22.8
TSUCAN,16.01,285.13,1,Managed/CutRegrowth,130E,721594.2938,4846107.924,-72.24835804236857,43.73488603859539,149.44,9.2
TSUCAN,15.1,284.23,1,Managed/CutRegrowth,130E,721593.2917,4846108.786,-72.24837011651952,43.73489409046841,149.1,8
TSUCAN,15.98,283.24,1,Managed/CutRegrowth,130E,721592.4049,4846107.796,-72.24838152380916,43.73488545187065,149,7.5
TSUCAN,17.06,282.37,1,Managed/CutRegrowth,130E,721591.6607,4846106.61,-72.24839124315265,43.73487500792819,148.9,11.2
TSUCAN,19.61,290.38,1,Managed/CutRegrowth,130E,721599.9437,4846104.653,-72.24828931276186,43.734854932415516,150.54,3.7
FAGGRA,6,291.08,1,Managed/CutRegrowth,130E,721599.0829,4846118.741,-72.24829418346216,43.73498189047396,148.66,4
FRAALN,7.35,298.27,3,Managed/CutRegrowth,130E,721606.4104,4846117.952,-72.24820362295763,43.73497260485466,149.63,2.5
FRAALN,8.24,298.99,3,Managed/CutRegrowth,130E,721607.2306,4846117.095,-72.24819380292604,43.73496465229145,149.77,1.6
FRAALN,8.06,299.2,3,Managed/CutRegrowth,130E,721607.4195,4846117.298,-72.24819137626446,43.734966421526096,149.77,1.8
FRAALN,18.99,286.96,1,Managed/CutRegrowth,130E,721596.4609,4846105.005,-72.24833236606021,43.73485913890028,149.8,1.3
FRAALN,7.17,299.15,3,Managed/CutRegrowth,130E,721607.2677,4846118.211,-72.24819288280509,43.73497467798084,149.69,1.8
FRAALN,6.94,299.22,3,Managed/CutRegrowth,130E,721607.3111,4846118.454,-72.24819224434717,43.73497685043818,149.69,2.3
FRAALN,6.7,299.18,3,Managed/CutRegrowth,130E,721607.2437,4846118.698,-72.24819297977024,43.73497906500085,149.69,3.3
FRAALN,18.68,286.49,1,Managed/CutRegrowth,130E,721595.9565,4846105.285,-72.24833850691277,43.73486180781646,149.8,1.9
FRAALN,5.85,297.99,3,Pasture1973,130E,721605.9592,4846119.475,-72.24820859166027,43.73498643683407,149.38,2.8
FRAALN,5.33,297.79,3,Pasture1973,130E,721605.7001,4846119.994,-72.24821159147041,43.7349911819045,149.1,2.2
FRAALN,5.05,298.51,3,Pasture1973,130E,721606.3863,4846120.343,-72.24820293643843,43.73499411558063,149.2,1.4
FRAALN,18.07,285.69,1,Managed/CutRegrowth,130E,721595.0885,4846105.847,-72.2483490414041,43.73486712156033,149.74,2.3
FRAALN,7.11,298.89,3,Managed/CutRegrowth,130E,721607.0014,4846118.251,-72.24819616933594,43.734975117303726,149.69,2.4
FRAALN,7.47,298.95,3,Managed/CutRegrowth,130E,721607.1025,4846117.885,-72.24819506620122,43.734971795459764,149.77,2.2
FRAALN,5.03,297.63,3,Pasture1973,130E,721605.5061,4846120.29,-72.24821387572966,43.734993901963705,149.1,2.6
FRAALN,5.93,296.45,3,Managed/CutRegrowth,130E,721604.432,4846119.263,-72.24822762146113,43.73498498659486,149.16,1.4
FRAALN,6.7,298.61,3,Managed/CutRegrowth,130E,721606.6751,4846118.65,-72.24820005210844,43.73497880323333,149.51,1
FRAALN,7.08,298.3,3,Managed/CutRegrowth,130E,721606.4094,4846118.233,-72.2482035195481,43.734975132334704,149.51,1.2
FRAALN,6.86,297.88,3,Managed/CutRegrowth,130E,721605.9652,4846118.424,-72.24820895040432,43.73497698284375,149.51,2.3
FRAALN,6.54,297.39,3,Managed/CutRegrowth,130E,721605.4397,4846118.713,-72.24821534926463,43.734979739013966,149.41,1.3
FRAALN,5.41,297.01,3,Pasture1973,130E,721604.9311,4846119.846,-72.24822119065988,43.73499008067062,149.26,1.2
FRAALN,6.93,298.37,3,Managed/CutRegrowth,130E,721606.462,4846118.393,-72.24820280118766,43.734976555580005,149.51,1.6
ACESAC,15.33,288.45,1,Managed/CutRegrowth,130E,721597.528,4846108.903,-72.24831752398009,43.73489387679486,149.78,23.5
ACESAC,15.33,288.45,1,Managed/CutRegrowth,130E,721597.528,4846108.903,-72.24831752398009,43.73489387679486,149.78,17.8
FRAALN,5.96,308.36,3,Pasture1973,130E,721616.3171,4846120.23,-72.24807980762156,43.7349901315079,151.44,1.9
FRAALN,2.86,315.22,3,Pasture1973,130E,721622.8056,4846124.001,-72.2479977740456,43.73502210694381,152.02,1.2
FRAALN,2.91,315.24,3,Pasture1973,130E,721622.8312,4846123.951,-72.24799747712805,43.73502164961659,152.32,1.4
FRAALN,2.5,315.33,3,Pasture1973,130E,721622.8741,4846124.381,-72.24799676778709,43.73502550401136,152.02,1.7
FRAALN,3,316.15,3,Pasture1973,130E,721623.7494,4846123.935,-72.24798609494411,43.735021231302476,152.54,1.1
PINSTR,2.25,315.74,3,Pasture1973,130E,721623.2544,4846124.673,-72.24799193042733,43.73502801646268,152.22,5.1
PINSTR,2.41,316.37,3,Pasture1973,130E,721623.9013,4846124.561,-72.24798395284738,43.73502681585184,152.3,3.3
