Species_code,X,Y,Clusters_id,Land_use,Soil_type,UTM18N_Easting,UTM18N_Northing,Longitude,Latitude,Elevation(m),DBH
TSUCAN,75.572,86.142,2,Managed Forest,331C,721402.6039,4846029.846,-72.25076779223193,43.734241097329786,137.99,43.5
TSUCAN,75.479,86.632,2,Managed Forest,331C,721403.0821,4846029.983,-72.25076180459124,43.734242186674614,138.15,25.8
TSUCAN,74.995,87.534,2,Managed Forest,331C,721403.9265,4846030.557,-72.25075109494635,43.73424709686642,138.15,32.1
TSUCAN,60,100.355,1,Managed Forest,130E,721414.999,4846047.089,-72.25060695256175,43.7343924722768,135.96,7.1
TSUCAN,62.574,106.324,1,Managed Forest,331C,721421.2487,4846044.936,-72.25053032241611,43.73437124312546,138.14,8.1
TSUCAN,62.157,107.492,1,Managed Forest,331C,721422.3661,4846045.464,-72.25051624558003,43.73437565807695,138.3,15.1
TSUCAN,61.454,109.649,1,Managed Forest,331C,721424.4374,4846046.369,-72.25049018201744,43.734383178768695,138.58,19.9
TSUCAN,62.808,108.456,1,Managed Forest,331C,721423.4024,4846044.873,-72.25050363544312,43.73437003346459,138.68,11.2
TSUCAN,63.563,109.091,1,Managed Forest,331C,721424.1224,4846044.148,-72.25049500364182,43.734363298159764,138.9,13.1
TSUCAN,68.563,109.573,2,Managed Forest,331C,721425.1761,4846039.035,-72.25048403983084,43.73431699953654,139.9,10
TSUCAN,68.954,109.471,2,Managed Forest,331C,721425.1191,4846038.623,-72.2504849164758,43.734313311215374,140.09,6.4
TSUCAN,69.449,107.898,2,Managed Forest,331C,721423.6066,4846037.981,-72.25050394076902,43.73430798897555,139.75,7.2
ACESAC,66.871,100.283,1,Managed Forest,331C,721415.7144,4846040,-72.25060099835609,43.73432850342334,137.77,25.1
TSUCAN,65.751,100.893,1,Managed Forest,331C,721416.1946,4846041.206,-72.25059454570629,43.73433920626305,137.45,9.2
TSUCAN,64.527,100.842,1,Managed Forest,331C,721416.0035,4846042.463,-72.25059639836411,43.734350568209294,137.29,5.9
TSUCAN,62.287,100.512,1,Managed Forest,130E,721415.4177,4846044.745,-72.25060272451941,43.7343712663894,136.73,9
TSUCAN,61.011,100.436,1,Managed Forest,130E,721415.1957,4846046.054,-72.2506049390281,43.73438310522598,136.23,10
TSUCAN,62.548,112.314,1,Managed Forest,331C,721427.2214,4846045.465,-72.250456023584,43.73437421732319,139.47,25.2
TSUCAN,66.74,112.085,1,Managed Forest,331C,721427.4732,4846041.125,-72.25045468765283,43.73433511015042,140.09,20.3
TSUCAN,66.558,114.903,1,Managed Forest,331C,721430.2637,4846041.548,-72.25041990216636,43.734338081188554,140.87,30.6
TSUCAN,69.865,116.916,2,Managed Forest,331C,721432.6507,4846038.308,-72.25039162984797,43.73430822934657,141.66,9.8
TSUCAN,66.688,119.505,3,Managed Forest,331C,721434.8696,4846041.8,-72.2503626702203,43.73433897223656,141.6,10.5
BETALL,62.548,118.617,1,Pasture1973,331C,721433.5094,4846045.993,-72.25037781440872,43.73437708832952,140.53,9.5
TSUCAN,61.636,116.332,1,Pasture1973,331C,721431.1254,4846046.742,-72.25040707535352,43.734384536359094,140.15,20
TSUCAN,77.001,100.833,2,Managed Forest,331C,721417.4236,4846029.604,-72.25058407956722,43.734234496183305,140.4,21.8
ACESAC,70.438,101.239,2,Managed Forest,331C,721417.0767,4846036.403,-72.2505855825679,43.73429574688296,139.13,47.6
ACESAC,71.063,105.072,2,Managed Forest,331C,721420.9722,4846036.08,-72.25053739870783,43.73429167884107,139.79,28.6
TSUCAN,70.516,108.168,2,Managed Forest,331C,721423.9982,4846036.904,-72.25049952715518,43.73429818599945,140.13,10.4
ACESAC,74.527,108.651,2,Managed Forest,331C,721424.9395,4846032.81,-72.25048953785732,43.73426108536101,141.13,13.5
TILAME,77.86,109.31,2,Managed Forest,331C,721425.9788,4846029.429,-72.25047803944416,43.734230367858046,141.81,30.8
ACESAC,78.277,109.336,2,Managed Forest,331C,721426.0525,4846029.002,-72.25047730116182,43.73422650560789,141.81,32.5
TSUCAN,79.579,107.305,2,Managed Forest,331C,721424.1755,4846027.489,-72.25050120507704,43.73421345882555,141.75,14.9
TSUCAN,79.918,102.162,2,Managed Forest,331C,721419.0836,4846026.709,-72.2505646822973,43.734207964223046,141.25,31
TSUCAN,77.287,110.706,2,Managed Forest,331C,721427.3058,4846030.137,-72.25046128879592,43.73423633905718,141.87,3.2
TSUCAN,74.579,111.417,2,Managed Forest,331C,721427.7049,4846032.988,-72.25045516462714,43.734261860487024,141.32,8.6
TSUCAN,73.85,113.727,2,Managed Forest,331C,721429.9259,4846033.933,-72.25042722786985,43.734269696208,142.1,7.9
TSUCAN,72.105,112.001,2,Managed Forest,331C,721428.0041,4846035.587,-72.25045038331066,43.73428514537245,141.3,9.6
TSUCAN,73.615,110.453,2,Managed Forest,331C,721426.6327,4846033.901,-72.25046808741506,43.734270391745255,141.14,6.2
FRANIG,69.97,111.925,2,Managed Forest,331C,721427.6836,4846037.782,-72.25045345465301,43.73430498190399,140.78,32
TSUCAN,71.897,113.955,2,Managed Forest,331C,721429.9296,4846035.965,-72.2504263451945,43.73428796998716,141.74,12.3
TSUCAN,71.402,114.793,2,Managed Forest,331C,721430.7089,4846036.546,-72.25041644008431,43.73429296254009,141.58,7.7
TSUCAN,74.136,115.402,2,Managed Forest,331C,721431.6296,4846033.779,-72.25040615987959,43.73426780248124,142.38,6
TSUCAN,74.371,114.691,2,Managed Forest,331C,721430.9472,4846033.477,-72.2504147482186,43.7342652901941,142.38,17.5
TSUCAN,72.339,117.263,2,Managed Forest,331C,721433.2803,4846035.787,-72.25038485893172,43.734285368620654,142.28,18.2
TSUCAN,70.282,118.05,2,Managed Forest,331C,721433.8298,4846037.973,-72.25037714312947,43.73430486442818,141.96,11.1
ACESAC,71.376,118.761,2,Managed Forest,331C,721434.6644,4846036.905,-72.25036723119088,43.73429501010855,142.3,43.3
TSUCAN,73.147,119.116,2,Managed Forest,331C,721435.2215,4846035.11,-72.25036106054455,43.734278700343715,142.64,10.3
TILAME,78.303,117.618,2,Managed Forest,331C,721434.3177,4846029.669,-72.25037451125934,43.73423003634346,143.72,41.9
TSUCAN,79.709,117.517,2,Managed Forest,331C,721434.378,4846028.211,-72.25037436376306,43.73421690574922,143.9,11.4
TSUCAN,66.688,119.505,3,Managed Forest,331C,721434.8696,4846041.8,-72.2503626702203,43.73433897223656,141.6,9.5
TSUCAN,61.636,116.332,1,Pasture1973,331C,721431.1254,4846046.742,-72.25040707535352,43.734384536359094,140.15,14.2
FRANIG,69.97,111.925,2,Managed Forest,331C,721427.6836,4846037.782,-72.25045345465301,43.73430498190399,140.78,30.4
PRUSER,61.957,132,3,Pasture1973,331C,721446.7928,4846047.724,-72.25021234398366,43.73438868957898,142.35,7.8
POPTRE,63.053,134.309,3,Pasture1973,331C,721449.2218,4846046.788,-72.25018260193082,43.734379546269416,142.94,30.5
ACESAC,60.372,133.16,3,Pasture1973,130C,721447.7684,4846049.455,-72.2501995304637,43.73440396606778,142.03,2.5
CARCAR,60.883,133.926,3,Pasture1973,130C,721448.5911,4846048.993,-72.25018951656332,43.73439956537405,142.19,3.2
FRANIG,62.543,134.989,3,Pasture1973,130C,721449.8418,4846047.371,-72.25017467180254,43.7343846043582,142.75,4.9
ACERUB,61.096,136.223,3,Pasture1973,130C,721450.9071,4846048.966,-72.2501608017117,43.73439863093393,142.82,6.7
ACESAC,61.777,136.606,3,Pasture1973,130C,721451.3672,4846048.296,-72.25015537090394,43.73439246786208,142.82,6.3
CARCAR,65.223,137.202,3,Pasture1973,331C,721452.3565,4846044.794,-72.25014454263813,43.7343606770426,143.93,3.9
CARCAR,64.968,136.989,3,Pasture1973,331C,721452.1148,4846045.039,-72.25014743960406,43.73436295263891,143.67,4.6
FRANIG,65.479,139.202,3,Pasture1973,331C,721454.3811,4846044.698,-72.25011947053409,43.73435920905816,144.17,8.6
CARCAR,68.33,138.947,3,Pasture1973,331C,721454.4533,4846041.737,-72.25011979450602,43.73433255761673,144.81,5.1
CARCAR,65.181,131.585,3,Pasture1973,331C,721446.7481,4846044.366,-72.25021428135533,43.73435850260826,143,4
BETALL,61.691,129.032,3,Pasture1973,331C,721443.8014,4846047.75,-72.250249436411,43.734389816698354,141.87,19.8
BETALL,63.351,128.436,3,Pasture1973,331C,721443.397,4846045.989,-72.25025517752532,43.73437409982811,142.04,10.9
POPTRE,64.585,129.287,3,Pasture1973,331C,721444.3873,4846044.788,-72.250243389182,43.73436300286227,142.6,12
BETPAP,65.649,127.074,3,Pasture1973,331C,721442.3015,4846043.506,-72.25026978787001,43.73435209599126,142.42,15
BETPAP,67.309,129.926,3,Pasture1973,331C,721445.3369,4846042.034,-72.25023274523211,43.73433795107572,143.22,12.6
TSUCAN,68.585,129.202,3,Pasture1973,331C,721444.7608,4846040.658,-72.25024045742875,43.73432574799311,143.44,13.2
TSUCAN,67.479,125.415,3,Pasture1973,331C,721440.8561,4846041.48,-72.2502885498993,43.734334306686215,142.46,21.3
BETALL,67.011,125.67,3,Pasture1973,331C,721441.0569,4846041.984,-72.25028585176564,43.734338779471145,142.62,10.7
TSUCAN,67.436,123.585,3,Managed Forest,331C,721439.0255,4846041.371,-72.2503113001903,43.73433387302657,142.3,19.3
TSUCAN,66.415,124.521,3,Pasture1973,331C,721439.8423,4846042.502,-72.25030070343868,43.73434380082044,142.16,13.3
BETALL,63.564,123.245,3,Pasture1973,331C,721438.2428,4846045.334,-72.25031937617771,43.734369748163964,141.48,14.8
ACERUB,60.117,125.755,3,Pasture1973,331C,721440.3519,4846049.098,-72.25029166634545,43.734402970065176,141.06,18.3
POPTRE,60.415,126.479,3,Pasture1973,331C,721441.1083,4846048.851,-72.25028238623227,43.73440052278934,141.44,31.2
QUERUB,78.883,128.606,2,Managed Forest,331C,721445.346,4846029.992,-72.25023759163841,43.73422964810387,145.56,62.5
FRAAME,78.628,127.883,2,Managed Forest,331C,721444.5955,4846030.195,-72.2502468166649,43.734231697904875,145.44,17.7
ACESAC,77.564,125.84,2,Managed Forest,331C,721442.4355,4846031.12,-72.25027322671542,43.734240661940376,144.97,31.1
TSUCAN,77.904,124.691,2,Managed Forest,331C,721441.3282,4846030.673,-72.25028714490536,43.73423697247951,144.92,16.6
TSUCAN,75.989,125.372,2,Managed Forest,331C,721441.7881,4846032.704,-72.25028060424185,43.734255101036204,144.52,5.9
TSUCAN,77.394,122.223,2,Managed Forest,331C,721438.8076,4846030.992,-72.2503182771347,43.734240594096136,144.22,6.2
FRANIG,77.266,121.67,2,Managed Forest,331C,721438.2413,4846031.078,-72.25032526567206,43.73424153664257,144.22,27.9
ACESAC,75.394,122.053,2,Managed Forest,331C,721438.4089,4846033.04,-72.25032237890247,43.73425913193028,143.78,15
TSUCAN,75.223,121.543,2,Managed Forest,331C,721437.8805,4846033.173,-72.25032887800377,43.734260485855906,143.54,8.3
TSUCAN,72.543,120.947,2,Managed Forest,331C,721436.9789,4846035.886,-72.25033894351068,43.73428515456604,143.12,4.8
TSUCAN,72.415,123.415,2,Managed Forest,331C,721439.4264,4846036.224,-72.25030844736801,43.73428746354142,143.36,15.6
TSUCAN,71.011,123.457,2,Managed Forest,331C,721439.3074,4846037.675,-72.2503093258028,43.73430054870878,143.14,23.5
TSUCAN,70.798,122.989,2,Managed Forest,331C,721438.8161,4846037.856,-72.25031534498027,43.734302323246986,142.9,19
TSUCAN,71.521,127.245,1,Managed Forest,331C,721443.1448,4846037.467,-72.25026181523202,43.73429753215779,144.07,15.9
TSUCAN,72.713,129.245,1,Managed Forest,331C,721445.2766,4846036.406,-72.2502358109394,43.734287353418146,144.61,26.1
TSUCAN,73.521,127.926,2,Managed Forest,331C,721444.0533,4846035.463,-72.25025137218617,43.73427923780386,144.67,9.5
TSUCAN,73.989,128.989,1,Managed Forest,331C,721445.1674,4846035.069,-72.25023771599226,43.73427536165908,144.85,11.9
TSUCAN,75.862,126.904,2,Managed Forest,331C,721443.3019,4846032.964,-72.25026172114148,43.73425698731676,144.99,9.6
ACERUB,76.372,127.67,2,Managed Forest,331C,721444.1245,4846032.502,-72.25025170850058,43.73425258665879,145.17,29.7
TSUCAN,76.074,128.947,2,Managed Forest,331C,721445.3644,4846032.917,-72.25023615881395,43.73425594872517,145.31,9.4
TSUCAN,77.819,129.372,2,Managed Forest,331C,721445.9883,4846031.153,-72.25022914690408,43.73423989780637,145.55,9.2
ACESAC,78.032,131.245,1,Managed Forest,331C,721447.8812,4846031.091,-72.25020569435115,43.73423877495055,145.83,14.7
TSUCAN,75.989,133.245,1,Managed Forest,331C,721449.6424,4846033.364,-72.25018291366189,43.73425869134255,145.69,20
TSUCAN,74.33,132.606,1,Managed Forest,331C,721448.8148,4846035.021,-72.2501924961686,43.73427384078404,145.23,34.1
TSUCAN,74.245,132.096,1,Managed Forest,331C,721448.2963,4846035.066,-72.2501989087177,43.73427440032883,145.23,14.6
TSUCAN,73.351,132.181,1,Managed Forest,331C,721448.2787,4846035.994,-72.25019874483013,43.73428275159296,145.01,36.9
FAGGRA,72.5,133.585,1,Managed Forest,331C,721449.5818,4846036.989,-72.2501821723809,43.734291311034006,144.89,6.3
BETPAP,71.521,135.415,3,Managed Forest,331C,721451.2953,4846038.152,-72.25016044044419,43.73430125883192,144.96,17.4
PINSTR,72.457,138.564,3,Managed Forest,331C,721454.544,4846037.451,-72.25012043471692,43.734293984206175,145.58,23.8
FAGGRA,76.202,137.202,1,Managed Forest,331C,721453.6143,4846033.477,-72.25013360269477,43.734258521501815,146.22,19.8
TSUCAN,77.266,135.926,1,Managed Forest,331C,721452.4633,4846032.273,-72.25014837468419,43.73424803699608,146.28,16
TSUCAN,76.032,134.309,1,Managed Forest,331C,721450.7088,4846033.409,-72.25016966831375,43.734258777599706,145.84,21.9
TSUCAN,77.947,133.415,1,Managed Forest,331C,721450.0363,4846031.36,-72.25017885335207,43.73424055065386,146.1,19.3
CARCAR,68.33,138.947,3,Pasture1973,331C,721454.4533,4846041.737,-72.25011979450602,43.73433255761673,144.81,5
TSUCAN,67.436,123.585,3,Managed Forest,331C,721439.0255,4846041.371,-72.2503113001903,43.73433387302657,142.3,14.8
ACESAC,78.032,131.245,1,Managed Forest,331C,721447.8812,4846031.091,-72.25020569435115,43.73423877495055,145.83,9.7
FRANIG,66.675,140,3,Pasture1973,331C,721455.3142,4846043.532,-72.2501083772709,43.73434844393475,144.53,15.5
FRANIG,66.263,141.279,3,Pasture1973,331C,721456.543,4846044.064,-72.25009291704139,43.73435286153998,144.39,2.7
FRANIG,65.38,142.512,3,Pasture1973,130C,721457.6719,4846045.077,-72.250078497792515,43.73436163487063,144.23,2.4
FRANIG,64.769,143.984,3,Pasture1973,130C,721459.0704,4846045.83,-72.25006084170333,43.734367989365886,144.43,5.1
QUERUB,64.633,141.314,3,Pasture1973,130C,721456.3911,4846045.747,-72.25009410794655,43.73436804303458,144.11,22.8
FRANIG,63.444,142.717,3,Pasture1973,130C,721457.6546,4846047.09,-72.2500778833022,43.73437974403802,143.78,2.1
ACESAC,62.866,141.519,3,Pasture1973,130C,721456.3932,4846047.585,-72.2500933249119,43.73438457253872,143.66,3.4
FRANIG,64.87,145.045,3,Pasture1973,130C,721460.1404,4846045.815,-72.25004757639151,43.734367534920615,144.57,1.5
FAGGRA,63.24,146.175,3,Pasture1973,130C,721461.081,4846047.59,-72.25003517882759,43.734383217558225,144.38,7.9
ACERUB,65.006,146.175,3,Pasture1973,130C,721461.2833,4846045.77,-72.25003341923811,43.73436678889672,144.73,61.4
TSUCAN,65.414,145.832,3,Pasture1973,130C,721460.9878,4846045.32,-72.2500372697398,43.73436283005073,144.73,16.1
FAGGRA,66.365,146.414,3,Pasture1973,130C,721461.6774,4846044.389,-72.25002909989654,43.73435425112102,144.87,9.9
FAGGRA,66.059,147.27,3,Pasture1973,130C,721462.4963,4846044.776,-72.25001878347656,43.734357487064884,145.03,5.7
FRAAME,68.981,149.427,3,Pasture1973,331C,721464.9829,4846041.945,-72.24998910753561,43.734331283742335,145.97,7.8
FAGGRA,62.832,149.803,3,Pasture1973,130C,721464.6536,4846048.315,-72.24999056832087,43.7343886709474,144.76,3.7
FRAAME,61.541,148.913,3,Pasture1973,130C,721463.6178,4846049.571,-72.25000289831688,43.73440027617128,144.28,3.2
FRANIG,70.985,142.58,3,Pasture1973,331C,721458.3818,4846039.305,-72.25007206995605,43.734309512142225,145.51,7.6
QUERUB,71.529,147.989,3,Pasture1973,331C,721463.8403,4846039.198,-72.25000441089071,43.73430691971265,146.03,33.2
POPTRE,71.461,141.108,3,Pasture1973,331C,721456.9679,4846038.691,-72.250089859789,43.73430441234607,145.6,14.2
CARCAR,71.495,140.389,3,Pasture1973,331C,721456.2545,4846038.596,-72.25009874739266,43.734303771004186,145.52,3.5
PINSTR,71.563,150.351,3,Pasture1973,331C,721466.2005,4846039.361,-72.24997506960953,43.7343076808,146.38,25.5
FAGGRA,70.577,150.556,3,Pasture1973,331C,721466.2921,4846040.394,-72.24997350800913,43.73431694377272,146.26,4.2
FRANIG,73.227,151.481,3,Pasture1973,331C,721467.5185,4846037.74,-72.24995938977492,43.73429270865263,146.87,7
BETALL,70.408,150.899,3,Pasture1973,331C,721466.6149,4846040.597,-72.24996942063004,43.73431867305868,146.26,13.4
FRANIG,70.611,151.515,3,Pasture1973,331C,721467.2527,4846040.44,-72.24996157450103,43.734317070595665,146.42,13.8
CARCAR,71.019,151.446,3,Pasture1973,331C,721467.2306,4846040.013,-72.24996202448258,43.734313236953454,146.42,9.5
FRANIG,71.529,157.471,3,Pasture1973,331C,721473.2996,4846039.993,-72.2498867574043,43.7343112445679,147.28,27.7
CARCAR,78.9,155.041,3,Managed Forest,331C,721471.7199,4846032.191,-72.24990956430663,43.73424154874259,148.41,5.3
CARCAR,69.185,153.534,3,Pasture1973,130C,721469.1035,4846042.079,-72.24993794350053,43.73433125827145,146.3,3.7
CARCAR,69.219,155.657,3,Pasture1973,130C,721471.2253,4846042.222,-72.24991156738048,43.73433191066942,146.6,7.4
CARCAR,69.117,157.985,3,Pasture1973,130C,721473.5361,4846042.522,-72.24988278237952,43.73433391860127,146.84,4.5
CARCAR,69.287,157.574,3,Pasture1973,130C,721473.1456,4846042.312,-72.24988771234538,43.73433214658269,146.84,4.9
CARCAR,66.263,155.246,3,Pasture1973,130C,721470.4767,4846045.234,-72.24991961187405,43.734359222787,145.78,5.3
CARCAR,66.161,155.896,3,Pasture1973,130C,721471.1134,4846045.394,-72.24991164881857,43.734360471601555,145.92,5.5
CARGLA,64.429,153.843,3,Pasture1973,130C,721468.8669,4846047.007,-72.24993884838139,43.73437564910432,145.27,4.8
FAGGRA,67.554,150.351,3,Pasture1973,130C,721465.7412,4846043.493,-72.24997906457301,43.7343449792826,145.63,11.7
FAGGRA,66.263,150.009,3,Pasture1973,130C,721465.2522,4846044.795,-72.24998459351045,43.73435683491153,145.47,3.2
BETALL,60.828,150.522,3,Pasture1973,130C,721465.1413,4846050.441,-72.2499836436112,43.73440764556799,144.4,55.6
FRAAME,60.76,149.358,3,Pasture1973,130C,721463.9723,4846050.413,-72.24999815456503,43.73440774286437,144.18,3.2
FRAAME,60.488,150.864,3,Pasture1973,130C,721465.4435,4846050.82,-72.24997973924401,43.73441096386959,144.4,10
ACESAC,60,151.994,3,Pasture1973,130C,721466.5149,4846051.418,-72.24996620408065,43.73441602203756,144.31,3.1
CARCAR,60,155.588,3,Pasture1973,130C,721470.1003,4846051.719,-72.24992160941993,43.73441765831472,144.83,3.3
CARCAR,60,156.821,3,Pasture1973,130C,721471.3304,4846051.822,-72.2499063097333,43.734418217276406,144.93,5.2
FRANIG,60.115,158.361,3,Pasture1973,130C,721472.87990000006,4846051.833,-72.24988708633546,43.73441785343962,145.03,12.8
CARGLA,62.866,156.684,3,Pasture1973,130C,721471.5221,4846048.857,-72.24990515325888,43.73439149417505,145.43,5.3
ACESAC,64.599,155.143,3,Pasture1973,130C,721470.1833,4846046.941,-72.24992254791171,43.73437466238647,145.6,3
CARCAR,65.754,156.376,3,Pasture1973,130C,721471.5457,4846045.854,-72.24990609742427,43.73436447952271,145.92,4.8
FRANIG,65.142,157.471,3,Pasture1973,130C,721472.5679,4846046.576,-72.2498931214326,43.73437066757501,145.84,16.7
CARCAR,65.754,157.985,3,Pasture1973,130C,721473.1508,4846045.989,-72.2498861333487,43.734365214280174,145.94,7.6
FRANIG,61.338,158.977,3,Pasture1973,130C,721473.6345,4846050.624,-72.24987822479919,43.73440675488255,145.31,20.6
CARCAR,71.495,140.389,3,Pasture1973,331C,721456.2545,4846038.596,-72.25009874739266,43.734303771004186,145.52,2.8
CARCAR,71.019,151.446,3,Pasture1973,331C,721467.2306,4846040.013,-72.24996202448258,43.734313236953454,146.42,5.3
CARCAR,71.019,151.446,3,Pasture1973,331C,721467.2306,4846040.013,-72.24996202448258,43.734313236953454,146.42,2.7
CARCAR,78.9,155.041,3,Managed Forest,331C,721471.7199,4846032.191,-72.24990956430663,43.73424154874259,148.41,4.1
FRAAME,61.328,161.436,3,Pasture1973,130C,721476.0865,4846050.84,-72.24984772301897,43.73440796517678,145.57,16.6
ACESAC,60.288,161.683,3,Pasture1973,130C,721476.2138,4846051.933,-72.2498456938854,43.73441775709728,145.43,3
FRAAME,61.625,164.404,3,Pasture1973,130C,721479.0815,4846050.783,-72.24981059871156,43.734406558051845,146.07,14.7
FRAAME,60.89,165.109,3,Pasture1973,130C,721479.7006,4846051.6,-72.24980258332832,43.734413720871075,145.89,5.4
ACESAC,62.694,166.755,3,Managed Forest,130C,721481.5493,4846049.878,-72.24978036270083,43.7343976818505,146.57,2.5
FRAAME,62.293,167.695,3,Managed Forest,130C,721482.4412,4846050.37,-72.24976909757281,43.73440184029023,146.53,7.1
FRAAME,60.89,167.259,3,Pasture1973,130C,721481.8455,4846051.78,-72.2497759054162,43.73441469909851,146.25,13.6
FRANIG,60.556,167.897,3,Pasture1973,130C,721482.4437,4846052.178,-72.24976832184366,43.734418099864044,146.15,5.9
FRAAME,60.589,168.837,3,Pasture1973,130C,721483.3852,4846052.222,-72.24975662604231,43.734418214382515,146.27,11.9
ACESAC,60.622,166.15,3,Pasture1973,130C,721480.7084,4846051.963,-72.2497899337949,43.73441668453085,146.07,5
ACERUB,61.926,168.77,3,Managed Forest,130C,721483.4716,4846050.839,-72.24975612406472,43.73440575051163,146.65,6.8
FRAAME,63.73,169.005,3,Managed Forest,130C,721483.9127,4846048.999,-72.24975141089044,43.73438907065459,147.01,14.8
FRAAME,63.697,167.46,3,Managed Forest,130C,721482.3676,4846048.903,-72.24977061471448,43.734388668748906,146.89,8.1
FRAAME,64.098,166.788,3,Managed Forest,130C,721481.7431,4846048.434,-72.24977855373389,43.734384637296714,146.75,6.5
TSUCAN,64.465,167.494,3,Managed Forest,130C,721482.4895,4846048.114,-72.24976942774802,43.73438153643808,146.89,7.2
BETALL,66.069,167.359,3,Managed Forest,130C,721482.5386,4846046.45,-72.24976950415383,43.734366556522644,147.24,10.9
BETALL,69.144,169.71,3,Managed Forest,130C,721485.2362,4846043.477,-72.24973726972517,43.734339013035694,148.36,6.5
FRANIG,63.262,170.046,3,Managed Forest,130C,721484.8976,4846049.568,-72.24973896054183,43.7343938938176,147.11,10.6
FRAAME,63.697,169.912,3,Managed Forest,130C,721484.8137,4846049.109,-72.24974019024107,43.734389790841334,147.01,5.3
CARCAR,62.861,169.442,3,Managed Forest,130C,721484.2491,4846049.931,-72.24974685453631,43.73439735216101,147.01,6.5
PINSTR,70.013,169.509,3,Managed Forest,331C,721485.1353,4846042.564,-72.24973889728406,43.73433083206967,148.58,23.5
FRAAME,68.876,168.401,3,Managed Forest,130C,721483.8997,4846043.644,-72.24975377788387,43.73434091413048,148.16,15.5
ACESAC,69.077,166.117,3,Managed Forest,130C,721481.6441,4846043.245,-72.24978191900946,43.734337999384444,147.63,2.3
FRAAME,65.869,165.277,3,Managed Forest,130C,721480.4386,4846046.481,-72.24979553822764,43.73436746252307,146.91,17.8
FRAAME,67.907,163.262,3,Pasture1973,130C,721478.6619,4846044.212,-72.24981850968753,43.73434758681662,146.93,20.5
FRANIG,68.676,163.329,3,Pasture1973,130C,721478.8168,4846043.425,-72.24981691258478,43.73434046263729,147.09,9.9
FRANIG,68.676,162.49,3,Pasture1973,130C,721477.9798,4846043.354,-72.2498273233523,43.734340074076464,147.09,7.9
FRAAME,68.609,161.885,3,Pasture1973,130C,721477.3686,4846043.373,-72.24983489639483,43.73434042749568,146.99,5.4
FRANIG,68.175,162.086,3,Pasture1973,130C,721477.5194,4846043.837,-72.24983283486604,43.734344555460446,146.99,10.8
ACESAC,69.344,160.777,3,Pasture1973,130C,721476.3474,4846042.522,-72.24984791311607,43.73433307898455,147.15,4.2
FRAAME,69.578,161.415,3,Pasture1973,130C,721477.0107,4846042.334,-72.24983976347458,43.734331190097606,147.23,4.6
FRAAME,69.946,162.086,3,Pasture1973,130C,721477.7223,4846042.011,-72.2498310703621,43.73432807265675,147.23,17.5
FRAAME,69.311,165.076,3,Pasture1973,130C,721480.6324,4846042.916,-72.2497946028946,43.73433534267028,147.63,7.5
FRAAME,69.678,164.773,3,Pasture1973,130C,721480.3722,4846042.513,-72.24979799621556,43.734331795986215,147.63,6
FRAAME,68.375,160.004,3,Pasture1973,130C,721475.4653,4846043.456,-72.2498584693208,43.734341742398946,146.79,15.5
ACESAC,68.609,160.777,3,Pasture1973,130C,721476.2632,4846043.28,-72.24984864525716,43.73433992123561,146.89,6.6
FRANIG,68.108,161.683,3,Pasture1973,130C,721477.1097,4846043.872,-72.24983790206313,43.73434499259582,146.99,6.9
FRANIG,67.038,162.288,3,Pasture1973,130C,721477.5907,4846045.026,-72.24983146077334,43.7343552274857,146.59,5.9
FRANIG,66.036,162.456,3,Pasture1973,130C,721477.6435,4846046.073,-72.2498303746292,43.7343646279534,146.41,6.7
FRAAME,65.501,163.497,3,Pasture1973,130C,721478.6207,4846046.712,-72.2498179909641,43.734370082972866,146.57,8.3
FRAAME,64.566,163.128,3,Pasture1973,130C,721478.1455,4846047.644,-72.24982350110739,43.734378606877236,146.41,5.9
FRAAME,62.794,162.557,3,Pasture1973,130C,721477.3728,4846049.423,-72.24983235234926,43.73439483716216,145.87,17.8
FRAAME,62.327,161.818,3,Pasture1973,130C,721476.5821,4846049.843,-72.24984198661608,43.73439885060064,145.71,11.5
FRANIG,63.83,161.751,3,Pasture1973,130C,721476.6874,4846048.288,-72.24984132104444,43.734384834195936,145.87,4.8
FRANIG,64.165,160.945,3,Pasture1973,130C,721475.9217,4846047.875,-72.24985098833356,43.73438134854772,146.05,13.7
FRANIG,60.689,160.273,3,Pasture1973,130C,721474.8531,4846051.401,-72.24986279013956,43.73441337891954,145.21,10.5
FRAAME,63.195,170.751,3,Managed Forest,130C,721485.5932,4846049.697,-72.24973027969554,43.734394846227744,147.11,7.2
CARCAR,64.398,173.237,3,Managed Forest,130C,721488.2111,4846048.665,-72.24969823428702,43.73438478299476,147.59,3.7
FRAAME,65,174.412,3,Managed Forest,130C,721489.4523,4846048.143,-72.24968305437928,43.73437971764918,147.69,13.4
FRANIG,66.47,170.987,3,Managed Forest,130C,721486.2038,4846046.341,-72.24972408863123,43.73436448153838,147.9,8.7
BETALL,67.172,170.819,3,Managed Forest,130C,721486.1167,4846045.603,-72.24972547294377,43.73435787032041,148.1,13.5
CARCAR,66.671,170.449,3,Managed Forest,130C,721485.6902,4846046.088,-72.24973056315699,43.73436235957123,147.72,3.4
FRANIG,63.229,175.252,3,Managed Forest,130C,721490.0874,4846050.039,-72.24967439607437,43.73439657970932,147.46,6.2
FRAAME,62.126,177.267,3,Pasture1973,130C,721491.9712,4846051.345,-72.2496504928386,43.73440776261784,147.62,11.7
