OID_,Quadrat,Tag,Species,DBH,local_x,local_y,Code,ScientificName,CommonName,Family,Type,ln,wd,stake_x,stake_y,global_x,global_y,global_y_neg,global_x_neg,N18UTMFrom0313E,N18UTMFrom0313N,Land_use
737,15,9167,FRAALN,1.5,0.88,12.06,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,0.88,312.06,-312.06,-0.88,721619.4263,4846125.777,Pasture1973
738,15,9169,PINSTR,3.1,1.34,12.34,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,0,300,1.34,312.34,-312.34,-1.34,721619.7583,4846125.326,Pasture1973
739,15,9170,FRAALN,1.7,0.86,12.41,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,0.86,312.41,-312.41,-0.86,721619.7731,4846125.827,Pasture1973
740,15,9171,FRAALN,1.4,1.43,12.53,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,1.43,312.53,-312.53,-1.43,721619.9582,4846125.25,Pasture1973
741,15,9172,FRAALN,1.6,1.35,12.55,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,1.35,312.55,-312.55,-1.35,721619.9689,4846125.334,Pasture1973
742,15,9173,FRAALN,1.2,1.42,12.36,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,1.42,312.36,-312.36,-1.42,721619.7874,4846125.246,Pasture1973
743,15,9174,FRAALN,1,1.46,12.78,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,1.46,312.78,-312.78,-1.46,721620.211,4846125.24,Pasture1973
744,15,9175,PINSTR,1.3,1.89,12.85,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,0,300,1.89,312.85,-312.85,-1.89,721620.3301,4846124.802,Pasture1973
745,15,9176,FRAALN,1.7,1.81,12.5,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,1.81,312.5,-312.5,-1.81,721619.9718,4846124.855,Pasture1973
746,15,9177,FRAALN,1.7,1.7,12.96,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,1.7,312.96,-312.96,-1.7,721620.4181,4846125.007,Pasture1973
747,15,9178,FRAALN,1.4,1.73,13.29,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,1.73,313.29,-313.29,-1.73,721620.7507,4846125.004,Pasture1973
748,15,9179,PINSTR,4.2,2.06,13.62,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,0,300,2.06,313.62,-313.62,-2.06,721621.1177,4846124.692,Pasture1973
749,15,9180,PINSTR,3.3,2.12,13.76,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,0,300,2.12,313.76,-313.76,-2.12,721621.2643,4846124.641,Pasture1973
750,15,9181,PINSTR,1.5,2.31,13.6,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,0,300,2.31,313.6,-313.6,-2.31,721621.1264,4846124.432,Pasture1973
751,15,9182,FRAALN,1.4,2.44,13.52,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,2.44,313.52,-313.52,-2.44,721621.0615,4846124.291,Pasture1973
752,15,9183,PINSTR,9,2.48,13.46,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,0,300,2.48,313.46,-313.46,-2.48,721621.0062,4846124.245,Pasture1973
753,15,9184,FRAALN,1.9,2.45,14.1,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,2.45,314.1,-314.1,-2.45,721621.6413,4846124.33,Pasture1973
754,15,9185,FRAALN,1.3,2.72,14.21,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,2.72,314.21,-314.21,-2.72,721621.7819,4846124.061,Pasture1973
755,15,9186,FRAALN,1.6,3.1,13.95,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,3.1,313.95,-313.95,-3.1,721621.5661,4846123.647,Pasture1973
756,15,9187,FRAALN,2.2,3.22,14.31,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,3.22,314.31,-314.31,-3.22,721621.939,4846123.554,Pasture1973
757,15,9188,FRAALN,1.8,2.61,14.86,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,2.61,314.86,-314.86,-2.61,721622.4178,4846124.229,Pasture1973
758,15,9190,PINSTR,4.7,1.82,14.81,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,0,300,1.82,314.81,-314.81,-1.82,721622.2774,4846125.039,Pasture1973
759,15,9191,FRAALN,1.3,1.18,14.91,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,1.18,314.91,-314.91,-1.18,721622.3038,4846125.707,Pasture1973
760,15,9192,FRAALN,1.7,1.51,15.19,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,1.51,315.19,-315.19,-1.51,721622.621,4846125.39,Pasture1973
761,15,9193,FRAALN,2.7,2,14.98,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,2,314.98,-314.98,-2,721622.4676,4846124.867,Pasture1973
762,15,9194,FRAALN,1.3,3.18,14.78,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,3.18,314.78,-314.78,-3.18,721622.4033,4846123.634,Pasture1973
763,15,9195,FRAALN,1.4,3.36,14.98,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,3.36,314.98,-314.98,-3.36,721622.6234,4846123.465,Pasture1973
764,15,9196,FRAALN,1.7,4.25,15.31,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,4.25,315.31,-315.31,-4.25,721623.0546,4846122.576,Pasture1973
765,15,9197,FRAAME,2.4,3.63,15.08,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,0,300,3.63,315.08,-315.08,-3.63,721622.7541,4846123.196,Pasture1973
766,15,9198,FRAALN,1,3.77,15.57,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,3.77,315.57,-315.57,-3.77,721623.259,4846123.092,Pasture1973
767,15,9199,FRAALN,1.5,3.29,15.47,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,3.29,315.47,-315.47,-3.29,721623.1042,4846123.579,Pasture1973
768,15,9200,FRAALN,1.2,3.36,15.82,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,3.36,315.82,-315.82,-3.36,721623.4614,4846123.536,Pasture1973
769,15,9449,BETPAP,13.5,13.85,9.29,,Betula papyrifera,Paper Birch,Betulaceae,DECIDUOUS,20,20,0,300,13.85,309.29,-309.29,-13.85,721618.1488,4846112.175,Pasture1973
770,15,9450,BETPAP,31,12.53,9.45,,Betula papyrifera,Paper Birch,Betulaceae,DECIDUOUS,20,20,0,300,12.53,309.45,-309.45,-12.53,721618.1572,4846113.549,Pasture1973
771,15,9451,FAGGRA,1.7,12.69,8.32,,Fagus grandifolia,Beech,Fagaceae,DECIDUOUS,20,20,0,300,12.69,308.32,-308.32,-12.69,721617.0482,4846113.29,Pasture1973
772,15,9452,ACERUB,16.5,13.38,7.44,,Acer rubrum,Red Maple,Sapindaceae,DECIDUOUS,20,20,0,300,13.38,307.44,-307.44,-13.38,721616.2493,4846112.505,Managed/CutRegrowth
773,15,9453,CARCOR,7.5,18.74,7.45,,Carya cordiformis,Bitternut Hickory,Juglandaceae,DECIDUOUS,20,20,0,300,18.74,307.45,-307.45,-18.74,721616.8734,4846106.98,Managed/CutRegrowth
774,15,9454,ACESAC,4,16.87,5.63,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,0,300,16.87,305.63,-305.63,-16.87,721614.8435,4846108.755,Managed/CutRegrowth
775,15,9455,ACESAC,1.5,15.99,5.33,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,0,300,15.99,305.33,-305.33,-15.99,721614.4434,4846109.637,Managed/CutRegrowth
776,15,9456,BETPAP,9.2,17.15,5.05,,Betula papyrifera,Paper Birch,Betulaceae,DECIDUOUS,20,20,0,300,17.15,305.05,-305.05,-17.15,721614.2969,4846108.418,Managed/CutRegrowth
777,15,9457,ACESAC,2.2,19.5,4.53,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,0,300,19.5,304.53,-304.53,-19.5,721614.0474,4846105.952,Managed/CutRegrowth
778,15,9458,FAGGRA,21.2,17.22,1.35,,Fagus grandifolia,Beech,Fagaceae,DECIDUOUS,20,20,0,300,17.22,301.35,-301.35,-17.22,721610.6138,4846108.036,Managed/CutRegrowth
779,15,9459,CARCOR,4.9,15.86,1.93,,Carya cordiformis,Bitternut Hickory,Juglandaceae,DECIDUOUS,20,20,0,300,15.86,301.93,-301.93,-15.86,721611.0366,4846109.486,Managed/CutRegrowth
780,15,9460,BETPAP,14.6,15.24,3.65,,Betula papyrifera,Paper Birch,Betulaceae,DECIDUOUS,20,20,0,300,15.24,303.65,-303.65,-15.24,721612.6814,4846110.27,Managed/CutRegrowth
781,15,9462,FRAAME,9.7,12.56,1.97,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,0,300,12.56,301.97,-301.97,-12.56,721610.6984,4846112.891,Managed/CutRegrowth
782,15,9463,FRAAME,7.9,13.22,0.68,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,0,300,13.22,300.68,-300.68,-13.22,721609.4871,4846112.103,Managed/CutRegrowth
783,15,9464,FRAALN,2.4,10.75,2.17,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,10.75,302.17,-302.17,-10.75,721610.6906,4846114.774,Managed/CutRegrowth
784,15,9465,FRAALN,4.4,11.81,3.33,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,11.81,303.33,-303.33,-11.81,721611.9693,4846113.779,Managed/CutRegrowth
785,15,9466,FRANIG,8.2,12.5,3.96,,Fraxinus nigra,Black ash,Oleaceae,DECIDUOUS,20,20,0,300,12.5,303.96,-303.96,-12.5,721612.6768,4846113.12,Managed/CutRegrowth
786,15,9468,FAGGRA,13.1,11.73,6.7,,Fagus grandifolia,Beech,Fagaceae,DECIDUOUS,20,20,0,300,11.73,306.7,-306.7,-11.73,721615.3221,4846114.144,Managed/CutRegrowth
787,15,9469,FAGGRA,6.7,11.49,7.88,,Fagus grandifolia,Beech,Fagaceae,DECIDUOUS,20,20,0,300,11.49,307.88,-307.88,-11.49,721616.4717,4846114.49,Pasture1973
788,15,9470,ACESAC,3.7,10.38,8.84,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,0,300,10.38,308.84,-308.84,-10.38,721617.3023,4846115.715,Pasture1973
789,15,9471,BETPAP,9.3,10.5,7.34,,Betula papyrifera,Paper Birch,Betulaceae,DECIDUOUS,20,20,0,300,10.5,307.34,-307.34,-10.5,721615.8196,4846115.465,Pasture1973
790,15,9472,FRAPEN,6.5,9.23,7.59,,Fraxinus pennsylvanica,Green ash,Oleaceae,DECIDUOUS,20,20,0,300,9.23,307.59,-307.59,-9.23,721615.9235,4846116.795,Pasture1973
791,15,9473,PINSTR,22.5,8.9,6.38,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,0,300,8.9,306.38,-306.38,-8.9,721614.6786,4846117.034,Pasture1973
792,15,9474,FRAALN,1,7.23,6.51,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,7.23,306.51,-306.51,-7.23,721614.617,4846118.766,Pasture1973
793,15,9475,FRAALN,1.2,7,6.08,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,7,306.08,-306.08,-7,721614.1617,4846118.967,Pasture1973
794,15,9476,FRAALN,1,7.14,5.69,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,7.14,305.69,-305.69,-7.14,721613.7886,4846118.79,Pasture1973
795,15,9477,FRAALN,1.2,6.95,5.57,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,6.95,305.57,-305.57,-6.95,721613.6471,4846118.976,Pasture1973
796,15,9478,FRAALN,1.3,6.82,4.83,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,6.82,304.83,-304.83,-6.82,721612.894,4846119.048,Pasture1973
797,15,9479,FRAALN,1,7.14,4.1,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,7.14,304.1,-304.1,-7.14,721612.2024,4846118.657,Pasture1973
798,15,9480,PINSTR,2.5,6.01,5,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,0,300,6.01,305,-305,-6.01,721612.9708,4846119.897,Pasture1973
799,15,9481,FRAALN,2.4,6.07,4.64,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,6.07,304.64,-304.64,-6.07,721612.6185,4846119.805,Pasture1973
800,15,9482,FRAALN,1.3,5.85,4.62,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,5.85,304.62,-304.62,-5.85,721612.5734,4846120.03,Pasture1973
801,15,9483,FRAALN,1.1,6.64,4.34,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,6.64,304.34,-304.34,-6.64,721612.3846,4846119.193,Pasture1973
802,15,9484,FRAALN,1.8,6.89,4.37,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,6.89,304.37,-304.37,-6.89,721612.4431,4846118.937,Pasture1973
803,15,9485,FRAALN,1.4,6.23,4.18,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,6.23,304.18,-304.18,-6.23,721612.178,4846119.602,Pasture1973
804,15,9486,FRAALN,1.2,6.21,4.25,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,6.21,304.25,-304.25,-6.21,721612.2455,4846119.628,Pasture1973
805,15,9487,FRAALN,1.5,6.19,4.07,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,6.19,304.07,-304.07,-6.19,721612.0636,4846119.634,Pasture1973
806,15,9488,FRAALN,1.7,6.76,3.65,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,6.76,303.65,-303.65,-6.76,721611.71,4846119.011,Pasture1973
807,15,9489,FRAALN,1.2,7.44,3.25,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,7.44,303.25,-303.25,-7.44,721611.3888,4846118.276,Pasture1973
808,15,9490,FRAALN,1.3,7.48,2.91,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,7.48,302.91,-302.91,-7.48,721611.0542,4846118.207,Managed/CutRegrowth
809,15,9491,FRAALN,1,6.1,4.42,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,6.1,304.42,-304.42,-6.1,721612.4025,4846119.756,Pasture1973
810,15,9492,FRAALN,2,6.16,5.85,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,6.16,305.85,-305.85,-6.16,721613.836,4846119.814,Pasture1973
811,15,9493,FRAALN,1.4,6.04,5.77,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,6.04,305.77,-305.77,-6.04,721613.7424,4846119.931,Pasture1973
812,15,9494,PINSTR,4.9,5.69,5.33,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,0,300,5.69,305.33,-305.33,-5.69,721613.2634,4846120.255,Pasture1973
813,15,9495,FRAALN,2.4,7.25,2.44,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,7.25,302.44,-302.44,-7.25,721610.559,4846118.404,Pasture1973
814,15,9496,FRAALN,1.3,7.39,2.52,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,7.39,302.52,-302.52,-7.39,721610.6548,4846118.267,Managed/CutRegrowth
815,15,9497,FRAALN,2.3,7.06,2.89,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,7.06,302.89,-302.89,-7.06,721610.9861,4846118.638,Pasture1973
816,15,9498,FRAALN,1.1,6.6,3.25,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,6.6,303.25,-303.25,-6.6,721611.2926,4846119.142,Pasture1973
817,15,9501,FRAALN,1.4,10.55,18.47,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,10.55,318.47,-318.47,-10.55,721626.9288,4846116.347,Pasture1973
818,15,9502,FRAALN,1.1,10.72,18.81,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,10.72,318.81,-318.81,-10.72,721627.2875,4846116.2,Pasture1973
819,15,9503,FRAALN,1.5,11.27,18.46,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,11.27,318.46,-318.46,-11.27,721627.0013,4846115.604,Pasture1973
820,15,9504,FRAALN,3.2,11.6,17.3,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,11.6,317.3,-317.3,-11.6,721625.8819,4846115.166,Pasture1973
821,15,9505,FRAALN,1.4,11.13,17.26,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,11.13,317.26,-317.26,-11.13,721625.7881,4846115.647,Pasture1973
822,15,9506,FRAALN,2.2,10.97,16.67,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,10.97,316.67,-316.67,-10.97,721625.1812,4846115.763,Pasture1973
823,15,9507,FRAALN,2,10.74,16.98,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,10.74,316.98,-316.98,-10.74,721625.4641,4846116.026,Pasture1973
824,15,9508,FRAALN,1.1,12.01,16.6,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,12.01,316.6,-316.6,-12.01,721625.2305,4846114.685,Pasture1973
825,15,9509,FRAALN,1.3,12.66,17.04,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,12.66,317.04,-317.04,-12.66,721625.7439,4846114.052,Pasture1973
826,15,9510,FRAALN,1.1,12.5,16.04,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,12.5,316.04,-316.04,-12.5,721624.728,4846114.133,Pasture1973
827,15,9511,FRAALN,1.4,11.56,16.16,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,11.56,316.16,-316.16,-11.56,721624.74,4846115.112,Pasture1973
828,15,9512,FRAALN,2,12.97,15.69,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,12.97,315.69,-315.69,-12.97,721624.4327,4846113.619,Pasture1973
829,15,9513,FRAALN,1.1,13.29,15.28,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,13.29,315.28,-315.28,-13.29,721624.0603,4846113.255,Pasture1973
830,15,9514,BETPAP,12,13.57,15.75,,Betula papyrifera,Paper Birch,Betulaceae,DECIDUOUS,20,20,0,300,13.57,315.75,-315.75,-13.57,721624.5613,4846113.006,Pasture1973
831,15,9515,FRAALN,1.5,11.57,14.75,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,11.57,314.75,-314.75,-11.57,721623.3345,4846114.983,Pasture1973
832,15,9516,BETPAP,13.6,11.38,15.42,,Betula papyrifera,Paper Birch,Betulaceae,DECIDUOUS,20,20,0,300,11.38,315.42,-315.42,-11.38,721623.9812,4846115.235,Pasture1973
833,15,9517,BETPAP,13,11.76,14.03,,Betula papyrifera,Paper Birch,Betulaceae,DECIDUOUS,20,20,0,300,11.76,314.03,-314.03,-11.76,721622.638,4846114.727,Pasture1973
834,15,9518,BETPAP,18.9,11.93,12.89,,Betula papyrifera,Paper Birch,Betulaceae,DECIDUOUS,20,20,0,300,11.93,312.89,-312.89,-11.93,721621.5202,4846114.456,Pasture1973
835,15,9519,TSUCAN,3.8,13,14.7,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,0,300,13,314.7,-314.7,-13,721623.4485,4846113.505,Pasture1973
836,15,9520,BETPAP,12,13.92,14.5,,Betula papyrifera,Paper Birch,Betulaceae,DECIDUOUS,20,20,0,300,13.92,314.5,-314.5,-13.92,721623.3544,4846112.54,Pasture1973
837,15,9701,PINSTR,3.4,4.92,4.1,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,0,300,4.92,304.1,-304.1,-4.92,721611.9481,4846120.945,Pasture1973
838,15,9702,FRAALN,2.8,5.16,3.98,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,5.16,303.98,-303.98,-5.16,721611.8559,4846120.688,Pasture1973
839,15,9703,FRAALN,2.1,4.95,4.69,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,4.95,304.69,-304.69,-4.95,721612.5401,4846120.964,Pasture1973
840,15,9704,FRAALN,1.5,4.78,4.64,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,4.78,304.64,-304.64,-4.78,721612.4708,4846121.135,Pasture1973
841,15,9705,FRAALN,1.3,4.34,4.28,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,4.34,304.28,-304.28,-4.34,721612.0612,4846121.558,Pasture1973
842,15,9706,FRAALN,1.2,4.5,3.49,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,4.5,303.49,-303.49,-4.5,721611.2914,4846121.327,Pasture1973
843,15,9707,UNKNOWN,1.1,5.83,0.46,,UNKNOWN UNKNOWN,UNKNOWN UNKNOWN,UNKNOWN,OTHER,20,20,0,300,5.83,300.46,-300.46,-5.83,721608.421,4846119.702,Pasture1973
844,15,9708,PINSTR,2.8,3.49,4.94,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,0,300,3.49,304.94,-304.94,-3.49,721612.6223,4846122.49,Pasture1973
845,15,9709,FRAALN,1,4.04,5.25,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,4.04,305.25,-305.25,-4.04,721612.9945,4846121.949,Pasture1973
846,15,9710,FRAALN,1.2,4.61,5.27,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,4.61,305.27,-305.27,-4.61,721613.0798,4846121.363,Pasture1973
847,15,9711,FRAALN,1.6,4.72,4.75,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,4.72,304.75,-304.75,-4.72,721612.5736,4846121.206,Pasture1973
848,15,9712,PINSTR,8.3,3.49,7.17,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,0,300,3.49,307.17,-307.17,-3.49,721614.8469,4846122.677,Pasture1973
849,15,9713,PINSTR,2.3,2.99,8.02,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,0,300,2.99,308.02,-308.02,-2.99,721615.6376,4846123.263,Pasture1973
850,15,9714,FRAALN,1.2,3.21,8.24,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,3.21,308.24,-308.24,-3.21,721615.8823,4846123.055,Pasture1973
851,15,9715,FRAALN,1.1,2.45,8.55,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,2.45,308.55,-308.55,-2.45,721616.1045,4846123.865,Pasture1973
852,15,9716,FRAALN,1.7,2.92,8.73,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,2.92,308.73,-308.73,-2.92,721616.3379,4846123.395,Pasture1973
853,15,9717,FRAALN,1.1,3.33,8.92,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,3.33,308.92,-308.92,-3.33,721616.5744,4846122.988,Pasture1973
854,15,9718,FRAALN,2,3.38,7.99,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,3.38,307.99,-307.99,-3.38,721615.6524,4846122.859,Pasture1973
855,15,9720,FRAALN,1.5,1.35,10,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,1.35,310,-310,-1.35,721617.425,4846125.12,Pasture1973
856,15,9721,FRAALN,1.2,4.06,8.3,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,4.06,308.3,-308.3,-4.06,721616.0395,4846122.184,Pasture1973
857,15,9722,FRAALN,1.7,4.17,7.42,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,4.17,307.42,-307.42,-4.17,721615.1742,4846121.997,Pasture1973
858,15,9723,FRAALN,2.4,4.06,7.36,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,4.06,307.36,-307.36,-4.06,721615.1018,4846122.105,Pasture1973
859,15,9724,FRAALN,2.1,4.42,7.48,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,4.42,307.48,-307.48,-4.42,721615.2627,4846121.744,Pasture1973
860,15,9725,FRAALN,1.5,4.4,7.53,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,4.4,307.53,-307.53,-4.4,721615.3103,4846121.769,Pasture1973
861,15,9726,FRAALN,1.2,4.45,7.31,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,4.45,307.31,-307.31,-4.45,721615.0966,4846121.699,Pasture1973
862,15,9727,FRAALN,2.5,4.31,7.14,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,4.31,307.14,-307.14,-4.31,721614.9109,4846121.829,Pasture1973
863,15,9728,FRAALN,1.9,4.28,7.14,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,4.28,307.14,-307.14,-4.28,721614.9075,4846121.86,Pasture1973
864,15,9729,FRAALN,1.8,4.07,7,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,4.07,307,-307,-4.07,721614.7438,4846122.065,Pasture1973
865,15,9730,FRAALN,1.1,4.64,6.42,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,4.64,306.42,-306.42,-4.64,721614.2305,4846121.428,Pasture1973
866,15,9731,FRAALN,1,4.64,6.21,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,4.64,306.21,-306.21,-4.64,721614.021,4846121.411,Pasture1973
867,15,9732,FRAALN,1.7,4.7,6.48,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,4.7,306.48,-306.48,-4.7,721614.2972,4846121.372,Pasture1973
868,15,9733,FRAALN,2.2,4.98,6.12,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,0,300,4.98,306.12,-306.12,-4.98,721613.9701,4846121.053,Pasture1973
